unique_id,bank_account
uniqueid_8998xRwanda,1
uniqueid_8999xRwanda,1
uniqueid_9000xRwanda,1
uniqueid_9001xRwanda,1
uniqueid_9002xRwanda,1
uniqueid_9003xRwanda,1
uniqueid_9004xRwanda,1
uniqueid_9005xRwanda,1
uniqueid_9006xRwanda,1
uniqueid_9007xRwanda,1
uniqueid_9008xRwanda,1
uniqueid_9009xRwanda,1
uniqueid_9010xRwanda,0
uniqueid_9011xRwanda,1
uniqueid_9012xRwanda,1
uniqueid_9013xRwanda,1
uniqueid_9014xRwanda,1
uniqueid_9015xRwanda,1
uniqueid_9016xRwanda,1
uniqueid_9017xRwanda,1
uniqueid_9018xRwanda,1
uniqueid_9019xRwanda,1
uniqueid_9020xRwanda,1
uniqueid_9021xRwanda,1
uniqueid_9022xRwanda,1
uniqueid_9023xRwanda,1
uniqueid_9024xRwanda,1
uniqueid_9025xRwanda,0
uniqueid_9026xRwanda,1
uniqueid_9027xRwanda,0
uniqueid_9028xRwanda,1
uniqueid_9029xRwanda,1
uniqueid_9030xRwanda,1
uniqueid_9031xRwanda,1
uniqueid_9032xRwanda,1
uniqueid_9033xRwanda,1
uniqueid_9034xRwanda,1
uniqueid_9035xRwanda,1
uniqueid_9036xRwanda,1
uniqueid_9037xRwanda,1
uniqueid_9038xRwanda,1
uniqueid_9039xRwanda,1
uniqueid_9040xRwanda,1
uniqueid_9041xRwanda,1
uniqueid_9042xRwanda,1
uniqueid_9043xRwanda,1
uniqueid_9044xRwanda,1
uniqueid_9045xRwanda,1
uniqueid_9046xRwanda,1
uniqueid_9047xRwanda,1
uniqueid_9048xRwanda,1
uniqueid_9049xRwanda,1
uniqueid_9050xRwanda,1
uniqueid_9051xRwanda,1
uniqueid_9052xRwanda,1
uniqueid_9053xRwanda,1
uniqueid_9054xRwanda,1
uniqueid_9055xRwanda,1
uniqueid_9056xRwanda,1
uniqueid_9057xRwanda,1
uniqueid_9058xRwanda,1
uniqueid_9059xRwanda,1
uniqueid_9060xRwanda,1
uniqueid_9061xRwanda,1
uniqueid_9062xRwanda,1
uniqueid_9063xRwanda,1
uniqueid_9064xRwanda,1
uniqueid_9065xRwanda,1
uniqueid_9066xRwanda,1
uniqueid_9067xRwanda,1
uniqueid_9068xRwanda,1
uniqueid_9069xRwanda,1
uniqueid_9070xRwanda,1
uniqueid_9071xRwanda,0
uniqueid_9072xRwanda,1
uniqueid_9073xRwanda,1
uniqueid_9074xRwanda,1
uniqueid_9075xRwanda,1
uniqueid_9076xRwanda,1
uniqueid_9077xRwanda,1
uniqueid_9078xRwanda,1
uniqueid_9079xRwanda,1
uniqueid_9080xRwanda,1
uniqueid_9081xRwanda,1
uniqueid_9082xRwanda,1
uniqueid_9083xRwanda,1
uniqueid_9084xRwanda,1
uniqueid_9085xRwanda,1
uniqueid_9086xRwanda,1
uniqueid_9087xRwanda,1
uniqueid_9088xRwanda,0
uniqueid_9089xRwanda,1
uniqueid_9090xRwanda,1
uniqueid_9091xRwanda,1
uniqueid_9092xRwanda,1
uniqueid_9093xRwanda,1
uniqueid_9094xRwanda,1
uniqueid_9095xRwanda,1
uniqueid_9096xRwanda,1
uniqueid_9097xRwanda,1
uniqueid_9098xRwanda,1
uniqueid_9099xRwanda,1
uniqueid_9100xRwanda,1
uniqueid_9101xRwanda,1
uniqueid_9102xRwanda,1
uniqueid_9103xRwanda,1
uniqueid_9104xRwanda,1
uniqueid_9105xRwanda,1
uniqueid_9106xRwanda,0
uniqueid_9107xRwanda,1
uniqueid_9108xRwanda,1
uniqueid_9109xRwanda,1
uniqueid_9110xRwanda,1
uniqueid_9111xRwanda,1
uniqueid_9112xRwanda,1
uniqueid_9113xRwanda,1
uniqueid_9114xRwanda,1
uniqueid_9115xRwanda,1
uniqueid_9116xRwanda,0
uniqueid_9117xRwanda,1
uniqueid_9118xRwanda,1
uniqueid_9119xRwanda,1
uniqueid_9120xRwanda,1
uniqueid_9121xRwanda,1
uniqueid_9122xRwanda,1
uniqueid_9123xRwanda,1
uniqueid_9124xRwanda,1
uniqueid_9125xRwanda,1
uniqueid_9126xRwanda,1
uniqueid_9127xRwanda,1
uniqueid_9128xRwanda,1
uniqueid_9129xRwanda,1
uniqueid_9130xRwanda,1
uniqueid_9131xRwanda,1
uniqueid_9132xRwanda,1
uniqueid_9133xRwanda,1
uniqueid_9134xRwanda,1
uniqueid_9135xRwanda,1
uniqueid_9136xRwanda,1
uniqueid_9137xRwanda,1
uniqueid_9138xRwanda,1
uniqueid_9139xRwanda,1
uniqueid_9140xRwanda,1
uniqueid_9141xRwanda,1
uniqueid_9142xRwanda,1
uniqueid_9143xRwanda,1
uniqueid_9144xRwanda,1
uniqueid_9145xRwanda,1
uniqueid_9146xRwanda,1
uniqueid_9147xRwanda,1
uniqueid_9148xRwanda,1
uniqueid_9149xRwanda,1
uniqueid_9150xRwanda,1
uniqueid_9151xRwanda,1
uniqueid_9152xRwanda,1
uniqueid_9153xRwanda,0
uniqueid_9154xRwanda,1
uniqueid_9155xRwanda,1
uniqueid_9156xRwanda,1
uniqueid_9157xRwanda,1
uniqueid_9158xRwanda,1
uniqueid_9159xRwanda,1
uniqueid_9160xRwanda,1
uniqueid_9161xRwanda,1
uniqueid_9162xRwanda,1
uniqueid_9163xRwanda,1
uniqueid_9164xRwanda,1
uniqueid_9165xRwanda,1
uniqueid_9166xRwanda,1
uniqueid_9167xRwanda,1
uniqueid_9168xRwanda,1
uniqueid_9169xRwanda,1
uniqueid_9170xRwanda,1
uniqueid_9171xRwanda,1
uniqueid_9172xRwanda,1
uniqueid_9173xRwanda,1
uniqueid_9174xRwanda,1
uniqueid_9175xRwanda,1
uniqueid_9176xRwanda,1
uniqueid_9177xRwanda,1
uniqueid_9178xRwanda,1
uniqueid_9179xRwanda,1
uniqueid_9180xRwanda,1
uniqueid_9181xRwanda,1
uniqueid_9182xRwanda,1
uniqueid_9183xRwanda,1
uniqueid_9184xRwanda,1
uniqueid_9185xRwanda,1
uniqueid_9186xRwanda,1
uniqueid_9187xRwanda,1
uniqueid_9188xRwanda,1
uniqueid_9189xRwanda,1
uniqueid_9190xRwanda,1
uniqueid_9191xRwanda,1
uniqueid_9192xRwanda,1
uniqueid_9193xRwanda,1
uniqueid_9194xRwanda,1
uniqueid_9195xRwanda,1
uniqueid_9196xRwanda,1
uniqueid_9197xRwanda,1
uniqueid_9198xRwanda,1
uniqueid_9199xRwanda,1
uniqueid_9200xRwanda,1
uniqueid_9201xRwanda,0
uniqueid_9202xRwanda,1
uniqueid_9203xRwanda,1
uniqueid_9204xRwanda,1
uniqueid_9205xRwanda,1
uniqueid_9206xRwanda,1
uniqueid_9207xRwanda,1
uniqueid_9208xRwanda,1
uniqueid_9209xRwanda,1
uniqueid_9210xRwanda,1
uniqueid_9211xRwanda,1
uniqueid_9212xRwanda,1
uniqueid_9213xRwanda,1
uniqueid_9214xRwanda,1
uniqueid_9215xRwanda,1
uniqueid_9216xRwanda,1
uniqueid_9217xRwanda,1
uniqueid_9218xRwanda,1
uniqueid_9219xRwanda,1
uniqueid_9220xRwanda,1
uniqueid_9221xRwanda,1
uniqueid_9222xRwanda,1
uniqueid_9223xRwanda,1
uniqueid_9224xRwanda,1
uniqueid_9225xRwanda,0
uniqueid_9226xRwanda,1
uniqueid_9227xRwanda,1
uniqueid_9228xRwanda,1
uniqueid_9229xRwanda,1
uniqueid_9230xRwanda,1
uniqueid_9231xRwanda,1
uniqueid_9232xRwanda,1
uniqueid_9233xRwanda,1
uniqueid_9234xRwanda,1
uniqueid_9235xRwanda,1
uniqueid_9236xRwanda,1
uniqueid_9237xRwanda,1
uniqueid_9238xRwanda,1
uniqueid_9239xRwanda,1
uniqueid_9240xRwanda,1
uniqueid_9241xRwanda,1
uniqueid_9242xRwanda,1
uniqueid_9243xRwanda,1
uniqueid_9244xRwanda,1
uniqueid_9245xRwanda,1
uniqueid_9246xRwanda,1
uniqueid_9247xRwanda,1
uniqueid_9248xRwanda,1
uniqueid_9249xRwanda,1
uniqueid_9250xRwanda,1
uniqueid_9251xRwanda,1
uniqueid_9252xRwanda,1
uniqueid_9253xRwanda,1
uniqueid_9254xRwanda,1
uniqueid_9255xRwanda,1
uniqueid_9256xRwanda,1
uniqueid_9257xRwanda,0
uniqueid_9258xRwanda,1
uniqueid_9259xRwanda,1
uniqueid_9260xRwanda,1
uniqueid_9261xRwanda,0
uniqueid_9262xRwanda,1
uniqueid_9263xRwanda,1
uniqueid_9264xRwanda,1
uniqueid_9265xRwanda,1
uniqueid_9266xRwanda,1
uniqueid_9267xRwanda,1
uniqueid_9268xRwanda,1
uniqueid_9269xRwanda,1
uniqueid_9270xRwanda,1
uniqueid_9271xRwanda,1
uniqueid_9272xRwanda,1
uniqueid_9273xRwanda,1
uniqueid_9274xRwanda,1
uniqueid_9275xRwanda,1
uniqueid_9276xRwanda,1
uniqueid_9277xRwanda,1
uniqueid_9278xRwanda,1
uniqueid_9279xRwanda,1
uniqueid_9280xRwanda,0
uniqueid_9281xRwanda,1
uniqueid_9282xRwanda,1
uniqueid_9283xRwanda,1
uniqueid_9284xRwanda,1
uniqueid_9285xRwanda,1
uniqueid_9286xRwanda,1
uniqueid_9287xRwanda,1
uniqueid_9288xRwanda,1
uniqueid_9289xRwanda,1
uniqueid_9290xRwanda,1
uniqueid_9291xRwanda,1
uniqueid_9292xRwanda,1
uniqueid_9293xRwanda,1
uniqueid_9294xRwanda,1
uniqueid_9295xRwanda,1
uniqueid_9296xRwanda,1
uniqueid_9297xRwanda,1
uniqueid_9298xRwanda,1
uniqueid_9299xRwanda,1
uniqueid_9300xRwanda,1
uniqueid_9301xRwanda,1
uniqueid_9302xRwanda,1
uniqueid_9303xRwanda,1
uniqueid_9304xRwanda,1
uniqueid_9305xRwanda,1
uniqueid_9306xRwanda,1
uniqueid_9307xRwanda,1
uniqueid_9308xRwanda,1
uniqueid_9309xRwanda,1
uniqueid_9310xRwanda,1
uniqueid_9311xRwanda,1
uniqueid_9312xRwanda,1
uniqueid_9313xRwanda,1
uniqueid_9314xRwanda,1
uniqueid_9315xRwanda,1
uniqueid_9316xRwanda,1
uniqueid_9317xRwanda,1
uniqueid_9318xRwanda,1
uniqueid_9319xRwanda,1
uniqueid_9320xRwanda,1
uniqueid_9321xRwanda,0
uniqueid_9322xRwanda,1
uniqueid_9323xRwanda,1
uniqueid_9324xRwanda,1
uniqueid_9325xRwanda,1
uniqueid_9326xRwanda,1
uniqueid_9327xRwanda,1
uniqueid_9328xRwanda,1
uniqueid_9329xRwanda,1
uniqueid_9330xRwanda,1
uniqueid_9331xRwanda,1
uniqueid_9332xRwanda,1
uniqueid_9333xRwanda,1
uniqueid_9334xRwanda,1
uniqueid_9335xRwanda,1
uniqueid_9336xRwanda,1
uniqueid_9337xRwanda,1
uniqueid_9338xRwanda,1
uniqueid_9339xRwanda,1
uniqueid_9340xRwanda,1
uniqueid_9341xRwanda,1
uniqueid_9342xRwanda,1
uniqueid_9343xRwanda,1
uniqueid_9344xRwanda,1
uniqueid_9345xRwanda,1
uniqueid_9346xRwanda,0
uniqueid_9347xRwanda,1
uniqueid_9348xRwanda,1
uniqueid_9349xRwanda,1
uniqueid_9350xRwanda,1
uniqueid_9351xRwanda,1
uniqueid_9352xRwanda,1
uniqueid_9353xRwanda,1
uniqueid_9354xRwanda,1
uniqueid_9355xRwanda,1
uniqueid_9356xRwanda,0
uniqueid_9357xRwanda,1
uniqueid_9358xRwanda,1
uniqueid_9359xRwanda,1
uniqueid_9360xRwanda,1
uniqueid_9361xRwanda,1
uniqueid_9362xRwanda,1
uniqueid_9363xRwanda,1
uniqueid_9364xRwanda,1
uniqueid_9365xRwanda,1
uniqueid_9366xRwanda,1
uniqueid_9367xRwanda,1
uniqueid_9368xRwanda,1
uniqueid_9369xRwanda,1
uniqueid_9370xRwanda,1
uniqueid_9371xRwanda,1
uniqueid_9372xRwanda,1
uniqueid_9373xRwanda,1
uniqueid_9374xRwanda,1
uniqueid_9375xRwanda,1
uniqueid_9376xRwanda,1
uniqueid_9377xRwanda,1
uniqueid_9378xRwanda,1
uniqueid_9379xRwanda,1
uniqueid_9380xRwanda,1
uniqueid_9381xRwanda,1
uniqueid_9382xRwanda,1
uniqueid_9383xRwanda,1
uniqueid_9384xRwanda,1
uniqueid_9385xRwanda,1
uniqueid_9386xRwanda,1
uniqueid_9387xRwanda,1
uniqueid_9388xRwanda,1
uniqueid_9389xRwanda,1
uniqueid_9390xRwanda,1
uniqueid_9391xRwanda,1
uniqueid_9392xRwanda,1
uniqueid_9393xRwanda,1
uniqueid_9394xRwanda,1
uniqueid_9395xRwanda,1
uniqueid_9396xRwanda,1
uniqueid_9397xRwanda,1
uniqueid_9398xRwanda,1
uniqueid_9399xRwanda,1
uniqueid_9400xRwanda,1
uniqueid_9401xRwanda,1
uniqueid_9402xRwanda,1
uniqueid_9403xRwanda,1
uniqueid_9404xRwanda,1
uniqueid_9405xRwanda,1
uniqueid_9406xRwanda,1
uniqueid_9407xRwanda,1
uniqueid_9408xRwanda,1
uniqueid_9409xRwanda,1
uniqueid_9410xRwanda,1
uniqueid_9411xRwanda,1
uniqueid_9412xRwanda,1
uniqueid_9413xRwanda,1
uniqueid_9414xRwanda,1
uniqueid_9415xRwanda,1
uniqueid_9416xRwanda,1
uniqueid_9417xRwanda,1
uniqueid_9418xRwanda,1
uniqueid_9419xRwanda,1
uniqueid_9420xRwanda,1
uniqueid_9421xRwanda,1
uniqueid_9422xRwanda,1
uniqueid_9423xRwanda,1
uniqueid_9424xRwanda,1
uniqueid_9425xRwanda,1
uniqueid_9426xRwanda,1
uniqueid_9427xRwanda,1
uniqueid_9428xRwanda,1
uniqueid_9429xRwanda,1
uniqueid_9430xRwanda,1
uniqueid_9431xRwanda,1
uniqueid_9432xRwanda,1
uniqueid_9433xRwanda,1
uniqueid_9434xRwanda,1
uniqueid_9435xRwanda,1
uniqueid_9436xRwanda,1
uniqueid_9437xRwanda,1
uniqueid_9438xRwanda,1
uniqueid_9439xRwanda,1
uniqueid_9440xRwanda,1
uniqueid_9441xRwanda,1
uniqueid_9442xRwanda,1
uniqueid_9443xRwanda,1
uniqueid_9444xRwanda,1
uniqueid_9445xRwanda,1
uniqueid_9446xRwanda,0
uniqueid_9447xRwanda,1
uniqueid_9448xRwanda,1
uniqueid_9449xRwanda,1
uniqueid_9450xRwanda,1
uniqueid_9451xRwanda,1
uniqueid_9452xRwanda,1
uniqueid_9453xRwanda,1
uniqueid_9454xRwanda,1
uniqueid_9455xRwanda,1
uniqueid_9456xRwanda,1
uniqueid_9457xRwanda,1
uniqueid_9458xRwanda,1
uniqueid_9459xRwanda,1
uniqueid_9460xRwanda,1
uniqueid_9461xRwanda,1
uniqueid_9462xRwanda,1
uniqueid_9463xRwanda,1
uniqueid_9464xRwanda,1
uniqueid_9465xRwanda,1
uniqueid_9466xRwanda,1
uniqueid_9467xRwanda,1
uniqueid_9468xRwanda,1
uniqueid_9469xRwanda,1
uniqueid_9470xRwanda,1
uniqueid_9471xRwanda,1
uniqueid_9472xRwanda,1
uniqueid_9473xRwanda,1
uniqueid_9474xRwanda,1
uniqueid_9475xRwanda,1
uniqueid_9476xRwanda,1
uniqueid_9477xRwanda,1
uniqueid_9478xRwanda,1
uniqueid_9479xRwanda,1
uniqueid_9480xRwanda,1
uniqueid_9481xRwanda,1
uniqueid_9482xRwanda,1
uniqueid_9483xRwanda,1
uniqueid_9484xRwanda,1
uniqueid_9485xRwanda,1
uniqueid_9486xRwanda,1
uniqueid_9487xRwanda,1
uniqueid_9488xRwanda,1
uniqueid_9489xRwanda,1
uniqueid_9490xRwanda,1
uniqueid_9491xRwanda,1
uniqueid_9492xRwanda,1
uniqueid_9493xRwanda,1
uniqueid_9494xRwanda,1
uniqueid_9495xRwanda,1
uniqueid_9496xRwanda,1
uniqueid_9497xRwanda,1
uniqueid_9498xRwanda,1
uniqueid_9499xRwanda,1
uniqueid_9500xRwanda,1
uniqueid_9501xRwanda,1
uniqueid_9502xRwanda,1
uniqueid_9503xRwanda,1
uniqueid_9504xRwanda,1
uniqueid_9505xRwanda,1
uniqueid_9506xRwanda,1
uniqueid_9507xRwanda,1
uniqueid_9508xRwanda,1
uniqueid_9509xRwanda,1
uniqueid_9510xRwanda,1
uniqueid_9511xRwanda,1
uniqueid_9512xRwanda,1
uniqueid_9513xRwanda,1
uniqueid_9514xRwanda,1
uniqueid_9515xRwanda,1
uniqueid_9516xRwanda,1
uniqueid_9517xRwanda,1
uniqueid_9518xRwanda,1
uniqueid_9519xRwanda,1
uniqueid_9520xRwanda,1
uniqueid_9521xRwanda,1
uniqueid_9522xRwanda,1
uniqueid_9523xRwanda,1
uniqueid_9524xRwanda,1
uniqueid_9525xRwanda,1
uniqueid_9526xRwanda,0
uniqueid_9527xRwanda,1
uniqueid_9528xRwanda,1
uniqueid_9529xRwanda,1
uniqueid_9530xRwanda,1
uniqueid_9531xRwanda,1
uniqueid_9532xRwanda,1
uniqueid_9533xRwanda,1
uniqueid_9534xRwanda,1
uniqueid_9535xRwanda,1
uniqueid_9536xRwanda,1
uniqueid_9537xRwanda,1
uniqueid_9538xRwanda,1
uniqueid_9539xRwanda,1
uniqueid_9540xRwanda,1
uniqueid_9541xRwanda,1
uniqueid_9542xRwanda,1
uniqueid_9543xRwanda,1
uniqueid_9544xRwanda,1
uniqueid_9545xRwanda,1
uniqueid_9546xRwanda,1
uniqueid_9547xRwanda,1
uniqueid_9548xRwanda,1
uniqueid_9549xRwanda,1
uniqueid_9550xRwanda,1
uniqueid_9551xRwanda,1
uniqueid_9552xRwanda,1
uniqueid_9553xRwanda,1
uniqueid_9554xRwanda,1
uniqueid_9555xRwanda,1
uniqueid_9556xRwanda,1
uniqueid_9557xRwanda,1
uniqueid_9558xRwanda,1
uniqueid_9559xRwanda,1
uniqueid_9560xRwanda,1
uniqueid_9561xRwanda,1
uniqueid_9562xRwanda,1
uniqueid_9563xRwanda,1
uniqueid_9564xRwanda,1
uniqueid_9565xRwanda,1
uniqueid_9566xRwanda,1
uniqueid_9567xRwanda,1
uniqueid_9568xRwanda,1
uniqueid_9569xRwanda,1
uniqueid_9570xRwanda,1
uniqueid_9571xRwanda,1
uniqueid_9572xRwanda,1
uniqueid_9573xRwanda,1
uniqueid_9574xRwanda,1
uniqueid_9575xRwanda,1
uniqueid_9576xRwanda,1
uniqueid_9577xRwanda,1
uniqueid_9578xRwanda,1
uniqueid_9579xRwanda,1
uniqueid_9580xRwanda,1
uniqueid_9581xRwanda,1
uniqueid_9582xRwanda,1
uniqueid_9583xRwanda,1
uniqueid_9584xRwanda,1
uniqueid_9585xRwanda,1
uniqueid_9586xRwanda,1
uniqueid_9587xRwanda,1
uniqueid_9588xRwanda,1
uniqueid_9589xRwanda,1
uniqueid_9590xRwanda,1
uniqueid_9591xRwanda,1
uniqueid_9592xRwanda,1
uniqueid_9593xRwanda,1
uniqueid_9594xRwanda,1
uniqueid_9595xRwanda,1
uniqueid_9596xRwanda,1
uniqueid_9597xRwanda,1
uniqueid_9598xRwanda,1
uniqueid_9599xRwanda,1
uniqueid_9600xRwanda,1
uniqueid_9601xRwanda,1
uniqueid_9602xRwanda,1
uniqueid_9603xRwanda,1
uniqueid_9604xRwanda,1
uniqueid_9605xRwanda,1
uniqueid_9606xRwanda,1
uniqueid_9607xRwanda,1
uniqueid_9608xRwanda,1
uniqueid_9609xRwanda,1
uniqueid_9610xRwanda,1
uniqueid_9611xRwanda,1
uniqueid_9612xRwanda,1
uniqueid_9613xRwanda,1
uniqueid_9614xRwanda,1
uniqueid_9615xRwanda,1
uniqueid_9616xRwanda,1
uniqueid_9617xRwanda,1
uniqueid_9618xRwanda,1
uniqueid_9619xRwanda,1
uniqueid_9620xRwanda,1
uniqueid_9621xRwanda,1
uniqueid_9622xRwanda,1
uniqueid_9623xRwanda,1
uniqueid_9624xRwanda,1
uniqueid_9625xRwanda,1
uniqueid_9626xRwanda,1
uniqueid_9627xRwanda,0
uniqueid_9628xRwanda,1
uniqueid_9629xRwanda,1
uniqueid_9630xRwanda,1
uniqueid_9631xRwanda,1
uniqueid_9632xRwanda,1
uniqueid_9633xRwanda,1
uniqueid_9634xRwanda,1
uniqueid_9635xRwanda,1
uniqueid_9636xRwanda,1
uniqueid_9637xRwanda,1
uniqueid_9638xRwanda,1
uniqueid_9639xRwanda,1
uniqueid_9640xRwanda,1
uniqueid_9641xRwanda,1
uniqueid_9642xRwanda,1
uniqueid_9643xRwanda,1
uniqueid_9644xRwanda,1
uniqueid_9645xRwanda,1
uniqueid_9646xRwanda,1
uniqueid_9647xRwanda,1
uniqueid_9648xRwanda,1
uniqueid_9649xRwanda,1
uniqueid_9650xRwanda,1
uniqueid_9651xRwanda,1
uniqueid_9652xRwanda,1
uniqueid_9653xRwanda,1
uniqueid_9654xRwanda,1
uniqueid_9655xRwanda,1
uniqueid_9656xRwanda,1
uniqueid_9657xRwanda,1
uniqueid_9658xRwanda,1
uniqueid_9659xRwanda,1
uniqueid_9660xRwanda,1
uniqueid_9661xRwanda,1
uniqueid_9662xRwanda,1
uniqueid_9663xRwanda,1
uniqueid_9664xRwanda,1
uniqueid_9665xRwanda,1
uniqueid_9666xRwanda,1
uniqueid_9667xRwanda,1
uniqueid_9668xRwanda,1
uniqueid_9669xRwanda,1
uniqueid_9670xRwanda,1
uniqueid_9671xRwanda,1
uniqueid_9672xRwanda,1
uniqueid_9673xRwanda,1
uniqueid_9674xRwanda,1
uniqueid_9675xRwanda,1
uniqueid_9676xRwanda,1
uniqueid_9677xRwanda,1
uniqueid_9678xRwanda,1
uniqueid_9679xRwanda,1
uniqueid_9680xRwanda,1
uniqueid_9681xRwanda,1
uniqueid_9682xRwanda,1
uniqueid_9683xRwanda,1
uniqueid_9684xRwanda,1
uniqueid_9685xRwanda,1
uniqueid_9686xRwanda,1
uniqueid_9687xRwanda,1
uniqueid_9688xRwanda,1
uniqueid_9689xRwanda,1
uniqueid_9690xRwanda,1
uniqueid_9691xRwanda,1
uniqueid_9692xRwanda,1
uniqueid_9693xRwanda,1
uniqueid_9694xRwanda,1
uniqueid_9695xRwanda,1
uniqueid_9696xRwanda,1
uniqueid_9697xRwanda,1
uniqueid_9698xRwanda,1
uniqueid_9699xRwanda,1
uniqueid_9700xRwanda,1
uniqueid_9701xRwanda,1
uniqueid_9702xRwanda,1
uniqueid_9703xRwanda,1
uniqueid_9704xRwanda,1
uniqueid_9705xRwanda,1
uniqueid_9706xRwanda,1
uniqueid_9707xRwanda,1
uniqueid_9708xRwanda,1
uniqueid_9709xRwanda,1
uniqueid_9710xRwanda,1
uniqueid_9711xRwanda,1
uniqueid_9712xRwanda,1
uniqueid_9713xRwanda,1
uniqueid_9714xRwanda,1
uniqueid_9715xRwanda,1
uniqueid_9716xRwanda,1
uniqueid_9717xRwanda,1
uniqueid_9718xRwanda,1
uniqueid_9719xRwanda,1
uniqueid_9720xRwanda,1
uniqueid_9721xRwanda,1
uniqueid_9722xRwanda,1
uniqueid_9723xRwanda,1
uniqueid_9724xRwanda,1
uniqueid_9725xRwanda,1
uniqueid_9726xRwanda,1
uniqueid_9727xRwanda,1
uniqueid_9728xRwanda,0
uniqueid_9729xRwanda,1
uniqueid_9730xRwanda,1
uniqueid_9731xRwanda,1
uniqueid_9732xRwanda,1
uniqueid_9733xRwanda,1
uniqueid_9734xRwanda,1
uniqueid_9735xRwanda,1
uniqueid_9736xRwanda,1
uniqueid_9737xRwanda,1
uniqueid_9738xRwanda,1
uniqueid_9739xRwanda,1
uniqueid_9740xRwanda,1
uniqueid_9741xRwanda,1
uniqueid_9742xRwanda,1
uniqueid_9743xRwanda,1
uniqueid_9744xRwanda,1
uniqueid_9745xRwanda,1
uniqueid_9746xRwanda,1
uniqueid_9747xRwanda,1
uniqueid_9748xRwanda,1
uniqueid_9749xRwanda,1
uniqueid_9750xRwanda,1
uniqueid_9751xRwanda,1
uniqueid_9752xRwanda,1
uniqueid_9753xRwanda,1
uniqueid_9754xRwanda,1
uniqueid_9755xRwanda,1
uniqueid_9756xRwanda,1
uniqueid_9757xRwanda,1
uniqueid_9758xRwanda,1
uniqueid_9759xRwanda,1
uniqueid_9760xRwanda,1
uniqueid_9761xRwanda,1
uniqueid_9762xRwanda,1
uniqueid_9763xRwanda,1
uniqueid_9764xRwanda,1
uniqueid_9765xRwanda,1
uniqueid_9766xRwanda,1
uniqueid_9767xRwanda,1
uniqueid_9768xRwanda,1
uniqueid_9769xRwanda,1
uniqueid_9770xRwanda,1
uniqueid_9771xRwanda,1
uniqueid_9772xRwanda,1
uniqueid_9773xRwanda,1
uniqueid_9774xRwanda,1
uniqueid_9775xRwanda,1
uniqueid_9776xRwanda,1
uniqueid_9777xRwanda,1
uniqueid_9778xRwanda,1
uniqueid_9779xRwanda,1
uniqueid_9780xRwanda,1
uniqueid_9781xRwanda,1
uniqueid_9782xRwanda,1
uniqueid_9783xRwanda,1
uniqueid_9784xRwanda,1
uniqueid_9785xRwanda,1
uniqueid_9786xRwanda,1
uniqueid_9787xRwanda,1
uniqueid_9788xRwanda,1
uniqueid_9789xRwanda,1
uniqueid_9790xRwanda,1
uniqueid_9791xRwanda,1
uniqueid_9792xRwanda,1
uniqueid_9793xRwanda,1
uniqueid_9794xRwanda,1
uniqueid_9795xRwanda,1
uniqueid_9796xRwanda,1
uniqueid_9797xRwanda,1
uniqueid_9798xRwanda,1
uniqueid_9799xRwanda,1
uniqueid_9800xRwanda,1
uniqueid_9801xRwanda,1
uniqueid_9802xRwanda,1
uniqueid_9803xRwanda,1
uniqueid_9804xRwanda,1
uniqueid_9805xRwanda,1
uniqueid_9806xRwanda,1
uniqueid_9807xRwanda,1
uniqueid_9808xRwanda,1
uniqueid_9809xRwanda,0
uniqueid_9810xRwanda,1
uniqueid_9811xRwanda,1
uniqueid_9812xRwanda,1
uniqueid_9813xRwanda,1
uniqueid_9814xRwanda,1
uniqueid_9815xRwanda,1
uniqueid_9816xRwanda,0
uniqueid_9817xRwanda,1
uniqueid_9818xRwanda,1
uniqueid_9819xRwanda,1
uniqueid_9820xRwanda,1
uniqueid_9821xRwanda,1
uniqueid_9822xRwanda,1
uniqueid_9823xRwanda,1
uniqueid_9824xRwanda,1
uniqueid_9825xRwanda,1
uniqueid_9826xRwanda,1
uniqueid_9827xRwanda,1
uniqueid_9828xRwanda,1
uniqueid_9829xRwanda,1
uniqueid_9830xRwanda,1
uniqueid_9831xRwanda,1
uniqueid_9832xRwanda,1
uniqueid_9833xRwanda,1
uniqueid_9834xRwanda,1
uniqueid_9835xRwanda,1
uniqueid_9836xRwanda,1
uniqueid_9837xRwanda,1
uniqueid_9838xRwanda,1
uniqueid_9839xRwanda,1
uniqueid_9840xRwanda,1
uniqueid_9841xRwanda,1
uniqueid_9842xRwanda,1
uniqueid_9843xRwanda,1
uniqueid_9844xRwanda,1
uniqueid_9845xRwanda,1
uniqueid_9846xRwanda,1
uniqueid_9847xRwanda,1
uniqueid_9848xRwanda,1
uniqueid_9849xRwanda,1
uniqueid_9850xRwanda,1
uniqueid_9851xRwanda,1
uniqueid_9852xRwanda,1
uniqueid_9853xRwanda,1
uniqueid_9854xRwanda,1
uniqueid_9855xRwanda,1
uniqueid_9856xRwanda,1
uniqueid_9857xRwanda,1
uniqueid_9858xRwanda,1
uniqueid_9859xRwanda,1
uniqueid_9860xRwanda,1
uniqueid_9861xRwanda,1
uniqueid_9862xRwanda,1
uniqueid_9863xRwanda,1
uniqueid_9864xRwanda,1
uniqueid_9865xRwanda,1
uniqueid_9866xRwanda,1
uniqueid_9867xRwanda,1
uniqueid_9868xRwanda,1
uniqueid_9869xRwanda,1
uniqueid_9870xRwanda,1
uniqueid_9871xRwanda,1
